Event	ID	Name			Wwise Object Path	Notes
	319492235	E_REBEL_SHOOT			\Default Work Unit\Game\Characters\Enemies\Rebel\E_REBEL_SHOOT	
	464895987	UI_A_MENU			\Default Work Unit\UI\Menu\UI_A_MENU	
	587747760	E_QUEEN_CHANGE			\Default Work Unit\Game\Characters\Enemies\Queen\E_QUEEN_CHANGE	
	830312572	DEBUG_MUSIC2			\Default Work Unit\Debug\DEBUG_MUSIC2	
	830312575	DEBUG_MUSIC1			\Default Work Unit\Debug\DEBUG_MUSIC1	
	895381461	A_CAMP_2			\Default Work Unit\Game\Ambience\Level 2\A_CAMP_2	
	933371860	W_M4_SHOOT			\Default Work Unit\Game\Weapons\M4\W_M4_SHOOT	
	947529532	P_DEATH			\Default Work Unit\Game\Characters\Player\P_DEATH	
	975078008	E_QUEEN_BOMB			\Default Work Unit\Game\Characters\Enemies\Queen\E_QUEEN_BOMB	
	1073763149	P_HIT			\Default Work Unit\Game\Characters\Player\P_HIT	
	1098830151	VO_GUARD2_VL1_0			\Default Work Unit\Voice Over\0-Narrative Intro\VO_GUARD2_VL1_0	
	1479922750	E_QUEEN_DEATH			\Default Work Unit\Game\Characters\Enemies\Queen\E_QUEEN_DEATH	
	1535709413	DEBUG_GUNSHOT			\Default Work Unit\Debug\DEBUG_GUNSHOT	
	1547765315	A_AMBIENT_1			\Default Work Unit\Game\Ambience\Level 1\A_AMBIENT_1	
	1644504899	E_X_ADULT_STEP			\Default Work Unit\Game\Characters\Enemies\Xenomorph\Adult\E_X_ADULT_STEP	
	1941667005	P_PICK			\Default Work Unit\Game\Characters\Player\P_PICK	
	2100764501	E_CB_DEATH			\Default Work Unit\Game\Characters\Enemies\Chest buster\E_CB_DEATH	
	2118900976	UI_HOVER			\Default Work Unit\UI\Menu\UI_HOVER	
	2147632472	W_M4_RELOAD			\Default Work Unit\Game\Weapons\M4\W_M4_RELOAD	
	2172450704	VO_GUARD2_VL2_0			\Default Work Unit\Voice Over\0-Narrative Intro\VO_GUARD2_VL2_0	
	2206507859	P_ROLL			\Default Work Unit\Game\Characters\Player\P_ROLL	
	2247807735	E_X_ADULT_SPIT			\Default Work Unit\Game\Characters\Enemies\Xenomorph\Adult\E_X_ADULT_SPIT	
	2249769530	UI_CLICK			\Default Work Unit\UI\Menu\UI_CLICK	
	2489932272	E_REBEL_STEP			\Default Work Unit\Game\Characters\Enemies\Rebel\E_REBEL_STEP	
	2711568226	E_FH_JUMP			\Default Work Unit\Game\Characters\Enemies\Facehugger\E_FH_JUMP	
	3010972734	W_SL_SHOOT			\Default Work Unit\Game\Weapons\Shoulder laser\W_SL_SHOOT	
	3271687631	E_X_ADULT_MELEE			\Default Work Unit\Game\Characters\Enemies\Xenomorph\Adult\E_X_ADULT_MELEE	
	3286329979	E_EGG_CRACK			\Default Work Unit\Game\Characters\Enemies\Egg\E_EGG_CRACK	
	3480783404	E_QUEEN_JUMP			\Default Work Unit\Game\Characters\Enemies\Queen\E_QUEEN_JUMP	
	3486252281	A_COMBAT_1			\Default Work Unit\Game\Ambience\Level 1\A_COMBAT_1	
	3576793690	E_QUEEN_SPIT			\Default Work Unit\Game\Characters\Enemies\Queen\E_QUEEN_SPIT	
	3632435752	DEBUG_SPATIAL1			\Default Work Unit\Debug\DEBUG_SPATIAL1	
	3632435755	DEBUG_SPATIAL2			\Default Work Unit\Debug\DEBUG_SPATIAL2	
	3778713374	E_QUEEN_STEP			\Default Work Unit\Game\Characters\Enemies\Queen\E_QUEEN_STEP	
	3783962382	UI_PAUSEGAME			\Default Work Unit\UI\UI_PAUSEGAME	
	3828971157	E_X_ADULT_DEATH			\Default Work Unit\Game\Characters\Enemies\Xenomorph\Adult\E_X_ADULT_DEATH	
	3875642140	P_STEP			\Default Work Unit\Game\Characters\Player\P_STEP	
	3919743498	P_DASH			\Default Work Unit\Game\Characters\Player\P_DASH	
	3938483819	E_FH_CRAWL			\Default Work Unit\Game\Characters\Enemies\Facehugger\E_FH_CRAWL	
	3949582022	W_M4_AIM			\Default Work Unit\Game\Weapons\M4\W_M4_AIM	
	4009974304	E_REBEL_DEATH			\Default Work Unit\Game\Characters\Enemies\Rebel\E_REBEL_DEATH	
	4189504465	A_RUINS_2			\Default Work Unit\Game\Ambience\Level 2\A_RUINS_2	
	4203716004	E_FH_DEATH			\Default Work Unit\Game\Characters\Enemies\Facehugger\E_FH_DEATH	

In Memory Audio	ID	Name	Audio source file		Wwise Object Path	Notes	Data Size
	358062072	SFX_Facehugger_Crawl_E	C:\Users\julia\OneDrive\Documents\GitHub\Project3\TheOneEngine\TheOneEditor\Assets\Audio\Wwise Project\.cache\Windows\SFX\SFX_Facehugger_Crawl_E_FBC78EF0.wem		\Actor-Mixer Hierarchy\Default Work Unit\Game\Characters\Enemies\Facehugger\SFX_Facehugger_Crawl_E		184352
	364825977	SFX_CH_m4_reload	C:\Users\julia\OneDrive\Documents\GitHub\Project3\TheOneEngine\TheOneEditor\Assets\Audio\Wwise Project\.cache\Windows\SFX\SFX_CH_m4_reload_818F3B66.wem		\Actor-Mixer Hierarchy\Default Work Unit\Game\Weapons\M4\SFX_CH_m4_reload		232244
	365237862	SFX_Xenomorph_Melee_E	C:\Users\julia\OneDrive\Documents\GitHub\Project3\TheOneEngine\TheOneEditor\Assets\Audio\Wwise Project\.cache\Windows\SFX\SFX_Xenomorph_Melee_E_818F3B66.wem		\Actor-Mixer Hierarchy\Default Work Unit\Game\Characters\Enemies\Xenomorph\Adult\SFX_Xenomorph_Melee_E		275412
	369657722	SFX_Queen_Jump_E	C:\Users\julia\OneDrive\Documents\GitHub\Project3\TheOneEngine\TheOneEditor\Assets\Audio\Wwise Project\.cache\Windows\SFX\SFX_Jump_E_818F3B66.wem		\Actor-Mixer Hierarchy\Default Work Unit\Game\Characters\Enemies\Queen\SFX_Queen_Jump_E		88938
	414090755	SFX_Chestburster_Death_E	C:\Users\julia\OneDrive\Documents\GitHub\Project3\TheOneEngine\TheOneEditor\Assets\Audio\Wwise Project\.cache\Windows\SFX\SFX_ChestbusterDeath_E_818F3B66.wem		\Actor-Mixer Hierarchy\Default Work Unit\Game\Characters\Enemies\Chest burster\SFX_Chestburster_Death_E		98400
	419397976	SFX_Item_Pickup_CH	C:\Users\julia\OneDrive\Documents\GitHub\Project3\TheOneEngine\TheOneEditor\Assets\Audio\Wwise Project\.cache\Windows\SFX\SFX_Item_Pickup_CH_818F3B66.wem		\Actor-Mixer Hierarchy\Default Work Unit\Game\Characters\Player\SFX_Item_Pickup_CH		392096
	437230071	AM_Ambient_Level_2_Ruins	C:\Users\julia\OneDrive\Documents\GitHub\Project3\TheOneEngine\TheOneEditor\Assets\Audio\Wwise Project\.cache\Windows\SFX\SFX_W_ruins_818F3B66.wem		\Actor-Mixer Hierarchy\Default Work Unit\Game\Ambience\Level 2\AM_Ambient_Level_2_Ruins		17082344
	466064314	spatial1	C:\Users\julia\OneDrive\Documents\GitHub\Project3\TheOneEngine\TheOneEditor\Assets\Audio\Wwise Project\.cache\Windows\SFX\waves_818F3B66.wem		\Actor-Mixer Hierarchy\Default Work Unit\Debug\spatial1		1288036
	498493897	SFX_Rebel_steps_E	C:\Users\julia\OneDrive\Documents\GitHub\Project3\TheOneEngine\TheOneEditor\Assets\Audio\Wwise Project\.cache\Windows\SFX\SFX_Rebel_steps_E_FBC78EF0.wem		\Actor-Mixer Hierarchy\Default Work Unit\Game\Characters\Enemies\Rebel\SFX_Rebel_steps_E		193028
	552844014	SFX_Xenomorph_Spit_E	C:\Users\julia\OneDrive\Documents\GitHub\Project3\TheOneEngine\TheOneEditor\Assets\Audio\Wwise Project\.cache\Windows\SFX\SFX_Xenomorph_Spit_E_818F3B66.wem		\Actor-Mixer Hierarchy\Default Work Unit\Game\Characters\Enemies\Xenomorph\Adult\SFX_Xenomorph_Spit_E		369936
	558968172	UI_Menu_Music_AM	C:\Users\julia\OneDrive\Documents\GitHub\Project3\TheOneEngine\TheOneEditor\Assets\Audio\Wwise Project\.cache\Windows\SFX\UI_Menu_Music_AM_818F3B66.wem		\Actor-Mixer Hierarchy\Default Work Unit\UI\Menu\UI_Menu_Music_AM		4517676
	589914555	SFX_Player_Hit_CH	C:\Users\julia\OneDrive\Documents\GitHub\Project3\TheOneEngine\TheOneEditor\Assets\Audio\Wwise Project\.cache\Windows\SFX\SFX_Player_Hit_CH_818F3B66.wem		\Actor-Mixer Hierarchy\Default Work Unit\Game\Characters\Player\SFX_Player_Hit_CH		99452
	623073670	SFX_Facehugger_Eggcrack_E	C:\Users\julia\OneDrive\Documents\GitHub\Project3\TheOneEngine\TheOneEditor\Assets\Audio\Wwise Project\.cache\Windows\SFX\SFX_Facehugger_Eggcrack_E_818F3B66.wem		\Actor-Mixer Hierarchy\Default Work Unit\Game\Characters\Enemies\Egg\SFX_Facehugger_Eggcrack_E		290736
	635286070	music2	C:\Users\julia\OneDrive\Documents\GitHub\Project3\TheOneEngine\TheOneEditor\Assets\Audio\Wwise Project\.cache\Windows\SFX\Guitar_818F3B66.wem		\Actor-Mixer Hierarchy\Default Work Unit\Debug\music2		6336096
	635432014	SFX_Queen_ChangePhase_E	C:\Users\julia\OneDrive\Documents\GitHub\Project3\TheOneEngine\TheOneEditor\Assets\Audio\Wwise Project\.cache\Windows\SFX\SFX_QueenChangePhase_E_818F3B66.wem		\Actor-Mixer Hierarchy\Default Work Unit\Game\Characters\Enemies\Queen\SFX_Queen_ChangePhase_E		108594
	657823762	music1	C:\Users\julia\OneDrive\Documents\GitHub\Project3\TheOneEngine\TheOneEditor\Assets\Audio\Wwise Project\.cache\Windows\SFX\seagull1_818F3B66.wem		\Actor-Mixer Hierarchy\Default Work Unit\Debug\music1		668922
	665738146	VO_Guard2_voiceline1_0	C:\Users\julia\OneDrive\Documents\GitHub\Project3\TheOneEngine\TheOneEditor\Assets\Audio\Wwise Project\.cache\Windows\SFX\VO_guard2_voiceline1_818F3B66.wem		\Actor-Mixer Hierarchy\Default Work Unit\Voice Over\0-Narrative Intro\VO_Guard2_voiceline1_0		788576
	692788379	SFX_Xenomorph_Death_E	C:\Users\julia\OneDrive\Documents\GitHub\Project3\TheOneEngine\TheOneEditor\Assets\Audio\Wwise Project\.cache\Windows\SFX\SFX_Xenomorph_Death_E_818F3B66.wem		\Actor-Mixer Hierarchy\Default Work Unit\Game\Characters\Enemies\Xenomorph\Adult\SFX_Xenomorph_Death_E		515280
	695855090	SFX_Player_Step_CH	C:\Users\julia\OneDrive\Documents\GitHub\Project3\TheOneEngine\TheOneEditor\Assets\Audio\Wwise Project\.cache\Windows\SFX\SFX_Player_Step_CH_FBC78EF0.wem		\Actor-Mixer Hierarchy\Default Work Unit\Game\Characters\Player\SFX_Player_Step_CH		226672
	715356811	gunshot	C:\Users\julia\OneDrive\Documents\GitHub\Project3\TheOneEngine\TheOneEditor\Assets\Audio\Wwise Project\.cache\Windows\SFX\gunshot_818F3B66.wem		\Actor-Mixer Hierarchy\Default Work Unit\Debug\gunshot		108384
	737475653	SFX_Queen_Movement_E	C:\Users\julia\OneDrive\Documents\GitHub\Project3\TheOneEngine\TheOneEditor\Assets\Audio\Wwise Project\.cache\Windows\SFX\SFX_QueenMovement_E_818F3B66.wem		\Actor-Mixer Hierarchy\Default Work Unit\Game\Characters\Enemies\Queen\SFX_Queen_Movement_E		840744
	809215257	SFX_CH_m4_shoot	C:\Users\julia\OneDrive\Documents\GitHub\Project3\TheOneEngine\TheOneEditor\Assets\Audio\Wwise Project\.cache\Windows\SFX\SFX_CH_m4_shoot_818F3B66.wem		\Actor-Mixer Hierarchy\Default Work Unit\Game\Weapons\M4\SFX_CH_m4_shoot		69364
	842622820	SFX_CH_sl_shoot	C:\Users\julia\OneDrive\Documents\GitHub\Project3\TheOneEngine\TheOneEditor\Assets\Audio\Wwise Project\.cache\Windows\SFX\SFX_CH_sl_shoot_818F3B66.wem		\Actor-Mixer Hierarchy\Default Work Unit\Game\Weapons\Shoulder laser\SFX_CH_sl_shoot		278004
	852480059	UI_Menu_Hover_SFX	C:\Users\julia\OneDrive\Documents\GitHub\Project3\TheOneEngine\TheOneEditor\Assets\Audio\Wwise Project\.cache\Windows\SFX\UI_Menu_Hover_SFX_818F3B66.wem		\Actor-Mixer Hierarchy\Default Work Unit\UI\Menu\UI_Menu_Hover_SFX		164388
	938926544	SFX_Rebel_shooting_E	C:\Users\julia\OneDrive\Documents\GitHub\Project3\TheOneEngine\TheOneEditor\Assets\Audio\Wwise Project\.cache\Windows\SFX\SFX_Rebel_shooting_E_818F3B66.wem		\Actor-Mixer Hierarchy\Default Work Unit\Game\Characters\Enemies\Rebel\SFX_Rebel_shooting_E		439420
	958004585	SFX_Player_Death_CH	C:\Users\julia\OneDrive\Documents\GitHub\Project3\TheOneEngine\TheOneEditor\Assets\Audio\Wwise Project\.cache\Windows\SFX\SFX_Player_Death_CH_818F3B66.wem		\Actor-Mixer Hierarchy\Default Work Unit\Game\Characters\Player\SFX_Player_Death_CH		128004
	959111577	UI_Pause_Game_SFX	C:\Users\julia\OneDrive\Documents\GitHub\Project3\TheOneEngine\TheOneEditor\Assets\Audio\Wwise Project\.cache\Windows\SFX\SFX_UI_pausegame_818F3B66.wem		\Actor-Mixer Hierarchy\Default Work Unit\UI\UI_Pause_Game_SFX		267464
	994093999	AM_Ambient_Level_1	C:\Users\julia\OneDrive\Documents\GitHub\Project3\TheOneEngine\TheOneEditor\Assets\Audio\Wwise Project\.cache\Windows\SFX\AM_Ambient_Level_1_52853155.wem		\Actor-Mixer Hierarchy\Default Work Unit\Game\Ambience\Level 1\AM_Ambient_Level_1		20537536
	1013643951	SFX_Facehugger_Death_E	C:\Users\julia\OneDrive\Documents\GitHub\Project3\TheOneEngine\TheOneEditor\Assets\Audio\Wwise Project\.cache\Windows\SFX\SFX_Facehugger_Death_E_818F3B66.wem		\Actor-Mixer Hierarchy\Default Work Unit\Game\Characters\Enemies\Facehugger\SFX_Facehugger_Death_E		262852
	1033752204	SFX_Queen_AcidBomb_E	C:\Users\julia\OneDrive\Documents\GitHub\Project3\TheOneEngine\TheOneEditor\Assets\Audio\Wwise Project\.cache\Windows\SFX\SFX_AcidBomb_E_818F3B66.wem		\Actor-Mixer Hierarchy\Default Work Unit\Game\Characters\Enemies\Queen\SFX_Queen_AcidBomb_E		43104

